id      , create_uid       , create_date                 , write_uid        , write_date                  , company_id       , product_id              , quantity, unit_cost   , value      , remaining_qty, description                                            , stock_valuation_layer_id , stock_move_id        , account_move_id , remaining_value, account_move_line_id , price_diff_value, categ_id
"152410", "res.users(152,)", "2025-03-24 19:26:29.109995", "res.users(152,)", "2025-03-24 19:26:29.109995", "res.company(1,)", "product.product(6392,)", "-1.0"  , "55517.1213", "-55517.0" , "0.0"        , "KM2/INT/00018 - Vajilla cuadrada de acero inoxidable" , "stock.valuation.layer()", "stock.move(228312,)", "account.move()", "0.0"          , "account.move.line()", "0.0"           , "product.category(1572,)"
"152412", "res.users(152,)", "2025-03-24 19:26:29.109995", "res.users(152,)", "2025-03-24 19:26:29.109995", "res.company(1,)", "product.product(6389,)", "-1.0"  , "233509.4"  , "-233509.0", "0.0"        , "KM2/INT/00018 - Cesta para carbón de acero inoxidable", "stock.valuation.layer()", "stock.move(228313,)", "account.move()", "0.0"          , "account.move.line()", "0.0"           , "product.category(1572,)"
