"po_id", "po_name", "currency_id", "currency_name", "picking_id", "picking_name"          , "origin" , "layer_id", "layer_create_date"         , "unit_cost"        , "value"           , "quantity" , "description"                                                                                                                , "account_move_line_layer_id", "invoice_id", "invoice_name"                                                 , "invoice_state", "move_line_id", "move_line_name"                                                                                                                                             , "move_line_balance" , "debit"             , "credit"    , "status"
"1"    , "PO00001", "163"        , "PYG"          , "1"         , "WH/IN/00001"           , "PO00001", "27896"   , "2019-03-26 19:02:17"       , "0.0"              , "0.0"             , "100.0"    , "WH/IN/00001"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "PROBLEMATICO"
"1"    , "PO00001", "163"        , "PYG"          , "1"         , "WH/IN/00001"           , "PO00001", "27897"   , "2019-03-26 19:02:17"       , "0.0"              , "0.0"             , "80.0"     , "WH/IN/00001"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "PROBLEMATICO"
"2"    , "PO00002", "163"        , "PYG"          , "2"         , "WH/IN/00002"           , "PO00002", "9495"    , "2019-03-26 19:14:21"       , "0.0"              , "0.0"             , "29.0"     , "WH/IN/00002"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "PROBLEMATICO"
"2"    , "PO00002", "163"        , "PYG"          , "2"         , "WH/IN/00002"           , "PO00002", "20679"   , "2019-03-26 19:14:21"       , "0.0"              , "0.0"             , "10.0"     , "WH/IN/00002"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "PROBLEMATICO"
"2"    , "PO00002", "163"        , "PYG"          , "3"         , "WH/IN/00003"           , "PO00002", "9414"    , "2019-03-26 19:30:34"       , "0.0"              , "0.0"             , "1.0"      , "WH/IN/00003"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "PROBLEMATICO"
"2"    , "PO00002", "163"        , "PYG"          , "3"         , "WH/IN/00003"           , "PO00002", "20544"   , "2019-03-26 19:30:34"       , "0.0"              , "0.0"             , "8.0"      , "WH/IN/00003"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "PROBLEMATICO"
"11"   , "PO00011", "171"        , "USD-COMPRA"   , "10"        , "WH/IN/00006"           , "PO00011", "30209"   , "2019-07-31 21:16:52"       , "7.0"              , "168.0"           , "24.0"     , "WH/IN/00006"                                                                                                                , ""                          , "488"       , "001-001-0020961"                                              , "posted"       , "1778"        , "PO00011: [LC100PI] Detector IR pet immune DSC"                                                                                                              , "1003390.0800000001", "1003390.0800000001", "0.0"       , "USD_REVISAR"
"11"   , "PO00011", "171"        , "USD-COMPRA"   , "10"        , "WH/IN/00006"           , "PO00011", "30213"   , "2019-07-31 21:16:52"       , "20.0"             , "240.0"           , "12.0"     , "WH/IN/00006"                                                                                                                , ""                          , "488"       , "001-001-0020961"                                              , "posted"       , "1780"        , "PO00011: [LC104PIMW] Detector Dual Tecnology - Pet Inmune - DSC"                                                                                            , "1433414.4000000001", "1433414.4000000001", "0.0"       , "USD_REVISAR"
"11"   , "PO00011", "171"        , "USD-COMPRA"   , "10"        , "WH/IN/00006"           , "PO00011", "30515"   , "2019-07-31 21:16:52"       , "20.0"             , "100.0"           , "5.0"      , "WH/IN/00006"                                                                                                                , ""                          , "488"       , "001-001-0020961"                                              , "posted"       , "1781"        , "PO00011: [PC5108  ] Modulo expansor 8 zonas DSC"                                                                                                            , "597256.0"          , "597256.0"          , "0.0"       , "USD_REVISAR"
"11"   , "PO00011", "171"        , "USD-COMPRA"   , "10"        , "WH/IN/00006"           , "PO00011", "30733"   , "2019-07-31 21:16:52"       , "10.9090909"       , "163.6363635"     , "15.0"     , "WH/IN/00006"                                                                                                                , ""                          , "488"       , "001-001-0020961"                                              , "posted"       , "1785"        , "PO00011: [PC5003C] Gabinete metalico P/PC 1832/1864 - DSC"                                                                                                  , "977349.72"         , "977349.72"         , "0.0"       , "USD_REVISAR"
"11"   , "PO00011", "171"        , "USD-COMPRA"   , "10"        , "WH/IN/00006"           , "PO00011", "31135"   , "2019-07-31 21:16:52"       , "50.0"             , "250.0"           , "5.0"      , "WH/IN/00006"                                                                                                                , ""                          , "488"       , "001-001-0020961"                                              , "posted"       , "1784"        , "PO00011: [PC1832CLC14SPA] Kit panel 18-32 zonas con teclado PK5501"                                                                                         , "1493140.0"         , "1493140.0"         , "0.0"       , "USD_REVISAR"
"11"   , "PO00011", "171"        , "USD-COMPRA"   , "10"        , "WH/IN/00006"           , "PO00011", "31164"   , "2019-07-31 21:16:52"       , "40.0"             , "200.0"           , "5.0"      , "WH/IN/00006"                                                                                                                , ""                          , "488"       , "001-001-0020961"                                              , "posted"       , "1782"        , "PO00011: [PC585CLCSPA-2] Kit panel 4-8zonas con teclado DSC"                                                                                                , "1194512.0"         , "1194512.0"         , "0.0"       , "USD_REVISAR"
"11"   , "PO00011", "171"        , "USD-COMPRA"   , "10"        , "WH/IN/00006"           , "PO00011", "31571"   , "2019-07-31 21:16:52"       , "4.5454545"        , "13.6363635"      , "3.0"      , "WH/IN/00006"                                                                                                                , ""                          , "488"       , "001-001-0020961"                                              , "posted"       , "1783"        , "PO00011: [SD-20W] Sirena para Exterior de 20W"                                                                                                              , "81465.72"          , "81465.72"          , "0.0"       , "USD_REVISAR"
"11"   , "PO00011", "171"        , "USD-COMPRA"   , "10"        , "WH/IN/00006"           , "PO00011", "31744"   , "2019-07-31 21:16:52"       , "40.0"             , "200.0"           , "5.0"      , "WH/IN/00006"                                                                                                                , ""                          , "488"       , "001-001-0020961"                                              , "posted"       , "1779"        , "PO00011: [PK5501] Teclado LCD a iconos para 64 zonas DSC"                                                                                                   , "1194512.0"         , "1194512.0"         , "0.0"       , "USD_REVISAR"
"13"   , "PO00013", "171"        , "USD-COMPRA"   , "30"        , "WH/IN/00013"           , "PO00013", "36096"   , "2019-08-07 20:59:12"       , "305350.909697"    , "305350.909697"   , "1.0"      , "WH/IN/00013"                                                                                                                , ""                          , "494"       , "001-002-0111409"                                              , "posted"       , "1807"        , "PO00013: [UPS850VAPS] UPS APS 850 V.A."                                                                                                                     , "303547.06"         , "303547.06"         , "0.0"       , "USD_REVISAR"
"18"   , "PO00018", "171"        , "USD-COMPRA"   , "33"        , "WH/IN/00015"           , "PO00018", "20415"   , "2019-08-07 21:01:45"       , "363670.182267418" , "363670.182267418", "1.0"      , "WH/IN/00015"                                                                                                                , ""                          , "493"       , "001-002-0111753"                                              , "posted"       , "1804"        , "PO00018: [CAM-WEB-H5D00013] CAM WEB MICRO LIFECAM H5D-00013 CINEMA"                                                                                         , "363664.68"         , "363664.68"         , "0.0"       , "USD_REVISAR"
"21"   , "PO00021", "163"        , "PYG"          , "45"        , "WH/IN/00018"           , "PO00021", "20320"   , "2019-08-07 21:01:30"       , "0.0"              , "0.0"             , "6.0"      , "WH/IN/00018"                                                                                                                , ""                          , "564"       , "002-001-0357735"                                              , "posted"       , "2041"        , "PO00021: Silicona Transparente 300gr."                                                                                                                      , "114545.45"         , "114545.45"         , "0.0"       , "PROBLEMATICO"
"21"   , "PO00021", "163"        , "PYG"          , "45"        , "WH/IN/00018"           , "PO00021", "35456"   , "2019-08-07 21:01:30"       , "0.0"              , "0.0"             , "10.0"     , "WH/IN/00018"                                                                                                                , ""                          , "564"       , "002-001-0357735"                                              , "posted"       , "2042"        , "PO00021: [MCHA.PRCTOR-6MM] Mecha con percutor 6mm"                                                                                                          , "65454.55"          , "65454.55"          , "0.0"       , "PROBLEMATICO"
"21"   , "PO00021", "163"        , "PYG"          , "45"        , "WH/IN/00018"           , "PO00021", "35460"   , "2019-08-07 21:01:30"       , "0.0"              , "0.0"             , "6.0"      , "WH/IN/00018"                                                                                                                , ""                          , "564"       , "002-001-0357735"                                              , "posted"       , "2040"        , "PO00021: [CNDO.BRNC-CR40] Candado de bronce CR40"                                                                                                           , "181090.91"         , "181090.91"         , "0.0"       , "PROBLEMATICO"
"21"   , "PO00021", "163"        , "PYG"          , "45"        , "WH/IN/00018"           , "PO00021", "35466"   , "2019-08-07 21:01:30"       , "0.0"              , "0.0"             , "3.0"      , "WH/IN/00018"                                                                                                                , ""                          , "564"       , "002-001-0357735"                                              , "posted"       , "2039"        , "PO00021: [DSCO.CRTE.MTAL-7'] Disco de corte metal 7 Pulg. 178*3*22mm tipo 27"                                                                               , "41181.82"          , "41181.82"          , "0.0"       , "PROBLEMATICO"
"21"   , "PO00021", "163"        , "PYG"          , "45"        , "WH/IN/00018"           , "PO00021", "35469"   , "2019-08-07 21:01:30"       , "0.0"              , "0.0"             , "10.0"     , "WH/IN/00018"                                                                                                                , ""                          , "564"       , "002-001-0357735"                                              , "posted"       , "2038"        , "PO00021: [DSCO.CRTE.MTAL-4;5'] Disco para Amoladora 4`5 pulg."                                                                                              , "65454.55"          , "65454.55"          , "0.0"       , "PROBLEMATICO"
"21"   , "PO00021", "163"        , "PYG"          , "45"        , "WH/IN/00018"           , "PO00021", "35472"   , "2019-08-07 21:01:30"       , "0.0"              , "0.0"             , "10.0"     , "WH/IN/00018"                                                                                                                , ""                          , "564"       , "002-001-0357735"                                              , "posted"       , "2037"        , "PO00021: [MCHA.MTAL-10MM] Mecha para metal de 10mm"                                                                                                         , "381818.18"         , "381818.18"         , "0.0"       , "PROBLEMATICO"
"21"   , "PO00021", "163"        , "PYG"          , "45"        , "WH/IN/00018"           , "PO00021", "35475"   , "2019-08-07 21:01:30"       , "0.0"              , "0.0"             , "10.0"     , "WH/IN/00018"                                                                                                                , ""                          , "564"       , "002-001-0357735"                                              , "posted"       , "2036"        , "PO00021: [MCHA.MTAL-3MM] Mecha para metal de 3mm"                                                                                                           , "70000.0"           , "70000.0"           , "0.0"       , "PROBLEMATICO"
"21"   , "PO00021", "163"        , "PYG"          , "45"        , "WH/IN/00018"           , "PO00021", "35478"   , "2019-08-07 21:01:30"       , "0.0"              , "0.0"             , "300.0"    , "WH/IN/00018"                                                                                                                , ""                          , "564"       , "002-001-0357735"                                              , "posted"       , "2035"        , "PO00021: [TRFNDO.ZCADO-10MM] Tirafondo zincado de 5/16 x 2   1/2"                                                                                           , "114272.73"         , "114272.73"         , "0.0"       , "PROBLEMATICO"
"21"   , "PO00021", "163"        , "PYG"          , "45"        , "WH/IN/00018"           , "PO00021", "36960"   , "2019-08-07 21:01:30"       , "0.0"              , "0.0"             , "10.0"     , "WH/IN/00018"                                                                                                                , ""                          , "564"       , "002-001-0357735"                                              , "posted"       , "2043"        , "PO00021: Pincel (brocha) de 1''"                                                                                                                            , "3581.82"           , "3581.82"           , "0.0"       , "PROBLEMATICO"
"22"   , "PO00022", "171"        , "USD-COMPRA"   , "76"        , "WH/IN/00019"           , "PO00022", "37122"   , "2019-08-09 22:17:43"       , "22156.3633914915" , "664690.901744745", "30.0"     , "WH/IN/00019"                                                                                                                , ""                          , "498"       , "001-001-0010054"                                              , "posted"       , "1837"        , "PO00022: [JCK.RJ45-CAT6] Jack RJ45 CAT6"                                                                                                                    , "660212.68"         , "660212.68"         , "0.0"       , "USD_REVISAR"
"22"   , "PO00022", "171"        , "USD-COMPRA"   , "76"        , "WH/IN/00019"           , "PO00022", "37259"   , "2019-08-09 22:17:43"       , "16617.2725436186" , "498518.176308559", "30.0"     , "WH/IN/00019"                                                                                                                , ""                          , "498"       , "001-001-0010054"                                              , "posted"       , "1836"        , "PO00022: [PTCH.CRD.RJ45CAT6-1M] Patch cord CAT6 1metro azul"                                                                                                , "495174.64"         , "495174.64"         , "0.0"       , "USD_REVISAR"
"22"   , "PO00022", "171"        , "USD-COMPRA"   , "76"        , "WH/IN/00019"           , "PO00022", "37748"   , "2019-08-09 22:17:43"       , "88625.454175266"  , "886254.54175266" , "10.0"     , "WH/IN/00019"                                                                                                                , ""                          , "498"       , "001-001-0010054"                                              , "posted"       , "1838"        , "PO00022: [DS-3E0109P-E/M] Switch 8-ports   PoE 10/100 puertos Ethernet Base"                                                                                , "880263.4"          , "880263.4"          , "0.0"       , "USD_REVISAR"
"23"   , "PO00023", "171"        , "USD-COMPRA"   , "77"        , "WH/IN/00020"           , "PO00023", "37289"   , "2019-08-09 22:17:57"       , "326806.363071"    , "3268063.63071"   , "10.0"     , "WH/IN/00020"                                                                                                                , ""                          , "497"       , "001-001-0010055"                                              , "posted"       , "1831"        , "PO00023: [D1TB] Disco Duro de 1TB Survillance"                                                                                                              , "3246050.72"        , "3246050.72"        , "0.0"       , "USD_REVISAR"
"23"   , "PO00023", "171"        , "USD-COMPRA"   , "77"        , "WH/IN/00020"           , "PO00023", "37390"   , "2019-08-09 22:17:57"       , "786550.908318848" , "7865509.08318848", "10.0"     , "WH/IN/00020"                                                                                                                , ""                          , "497"       , "001-001-0010055"                                              , "posted"       , "1833"        , "PO00023: [WD40PURX] Disco duro de 4TB Survillance"                                                                                                          , "7812587.33"        , "7812587.33"        , "0.0"       , "USD_REVISAR"
"23"   , "PO00023", "171"        , "USD-COMPRA"   , "77"        , "WH/IN/00020"           , "PO00023", "37394"   , "2019-08-09 22:17:57"       , "459744.545247849" , "4597445.45247849", "10.0"     , "WH/IN/00020"                                                                                                                , ""                          , "497"       , "001-001-0010055"                                              , "posted"       , "1832"        , "PO00023: [D2TB] Disco Duro de 2TB Survillance"                                                                                                              , "4566536.600000001" , "4566536.600000001" , "0.0"       , "USD_REVISAR"
"29"   , "PO00029", "171"        , "USD-COMPRA"   , "156"       , "WH/IN/00032"           , "PO00029", "32153"   , "2019-09-05 19:55:30"       , "132153.608735689" , "6607680.43678445", "50.0"     , "WH/IN/00032"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "USD_REVISAR"
"31"   , "PO00031", "171"        , "USD-COMPRA"   , "140"       , "WH/IN/00023"           , "PO00031", "7182"    , "2019-08-29 20:25:48"       , "588.017231208744" , "58801723.1208744", "100000.0" , "WH/IN/00023"                                                                                                                , ""                          , "1152"      , "3343"                                                         , "posted"       , "3770"        , "[GF3030H] GF3030H"                                                                                                                                          , "4716165.69"        , "4716165.69"        , "0.0"       , "USD_REVISAR"
"31"   , "PO00031", "171"        , "USD-COMPRA"   , "140"       , "WH/IN/00023"           , "PO00031", "7182"    , "2019-08-29 20:25:48"       , "588.017231208744" , "58801723.1208744", "100000.0" , "WH/IN/00023"                                                                                                                , ""                          , "1153"      , "001-001-0041033"                                              , "posted"       , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "USD_REVISAR"
"40"   , "PO00040", "171"        , "USD-COMPRA"   , "160"       , "WH/IN/00033"           , "PO00040", "30229"   , "2019-09-05 19:53:19"       , "44242.7299003145" , "796369.138205661", "18.0"     , "WH/IN/00033"                                                                                                                , ""                          , "1412"      , "001-001-0021116"                                              , "posted"       , "4601"        , "PO00040: [LC-104PIMW-WNL] Detector doble tecnologia pet immune & micro DSC"                                                                                 , "775339.74"         , "775339.74"         , "0.0"       , "USD_REVISAR"
"40"   , "PO00040", "171"        , "USD-COMPRA"   , "160"       , "WH/IN/00033"           , "PO00040", "30575"   , "2019-09-05 19:53:19"       , "126407.799715184" , "632038.998575921", "5.0"      , "WH/IN/00033"                                                                                                                , ""                          , "1412"      , "001-001-0021116"                                              , "posted"       , "4597"        , "PO00040: [PC5108  ] Modulo expansor 8 zonas DSC"                                                                                                            , "615349.0"          , "615349.0"          , "0.0"       , "USD_REVISAR"
"40"   , "PO00040", "171"        , "USD-COMPRA"   , "160"       , "WH/IN/00033"           , "PO00040", "30839"   , "2019-09-05 19:53:19"       , "68949.708878097"  , "1034245.63317145", "15.0"     , "WH/IN/00033"                                                                                                                , ""                          , "1412"      , "001-001-0021116"                                              , "posted"       , "4598"        , "PO00040: [PC5003C] Gabinete metalico P/PC 1832/1864 - DSC"                                                                                                  , "1006957.11"        , "1006957.11"        , "0.0"       , "USD_REVISAR"
"40"   , "PO00040", "171"        , "USD-COMPRA"   , "160"       , "WH/IN/00033"           , "PO00040", "30954"   , "2019-09-05 19:53:19"       , "425189.87194163"  , "2125949.35970815", "5.0"      , "WH/IN/00033"                                                                                                                , ""                          , "1412"      , "001-001-0021116"                                              , "posted"       , "4599"        , "PO00040: [PC1832CLC14SPA] Kit panel 18-32 zonas con teclado PK5501"                                                                                         , "2069787.9000000001", "2069787.9000000001", "0.0"       , "USD_REVISAR"
"40"   , "PO00040", "171"        , "USD-COMPRA"   , "160"       , "WH/IN/00033"           , "PO00040", "31227"   , "2019-09-05 19:53:19"       , "252815.599430369" , "1264077.99715184", "5.0"      , "WH/IN/00033"                                                                                                                , ""                          , "1412"      , "001-001-0021116"                                              , "posted"       , "4600"        , "PO00040: [PC585CLCSPA-2] Kit panel 4-8zonas con teclado DSC"                                                                                                , "1230698.0"         , "1230698.0"         , "0.0"       , "USD_REVISAR"
"40"   , "PO00040", "171"        , "USD-COMPRA"   , "160"       , "WH/IN/00033"           , "PO00040", "31362"   , "2019-09-05 19:53:19"       , "28729.0451025242" , "86187.1353075725", "3.0"      , "WH/IN/00033"                                                                                                                , ""                          , "1412"      , "001-001-0021116"                                              , "posted"       , "4602"        , "PO00040: [SD-20W] Sirena para Exterior de 20W"                                                                                                              , "83933.6"           , "83933.6"           , "0.0"       , "USD_REVISAR"
"41"   , "PO00041", "171"        , "USD-COMPRA"   , "161"       , "WH/IN/00034"           , "PO00041", "20922"   , "2019-09-05 19:45:15"       , "91932.9449601163" , "9193294.49601163", "100.0"    , "WH/IN/00034"                                                                                                                , ""                          , "1424"      , "001-001-0021165"                                              , "posted"       , "4644"        , "PO00041: [PRUFGAS918-5] Humo Test 918/5 250ml"                                                                                                              , "9094035.67"        , "9094035.67"        , "0.0"       , "USD_REVISAR"
"41"   , "PO00041", "171"        , "USD-COMPRA"   , "161"       , "WH/IN/00034"           , "PO00041", "30502"   , "2019-09-05 19:45:15"       , "126407.799715184" , "3033787.19316442", "24.0"     , "WH/IN/00034"                                                                                                                , ""                          , "1424"      , "001-001-0021165"                                              , "posted"       , "4637"        , "PO00041: [PC5108  ] Modulo expansor 8 zonas DSC"                                                                                                            , "3001022.39"        , "3001022.39"        , "0.0"       , "USD_REVISAR"
"41"   , "PO00041", "171"        , "USD-COMPRA"   , "161"       , "WH/IN/00034"           , "PO00041", "30894"   , "2019-09-05 19:45:15"       , "68949.708878097"  , "689497.08878097" , "10.0"     , "WH/IN/00034"                                                                                                                , ""                          , "1424"      , "001-001-0021165"                                              , "posted"       , "4638"        , "PO00041: [PC5003C] Gabinete metalico P/PC 1832/1864 - DSC"                                                                                                  , "682044.86"         , "682044.86"         , "0.0"       , "USD_REVISAR"
"41"   , "PO00041", "171"        , "USD-COMPRA"   , "161"       , "WH/IN/00034"           , "PO00041", "31216"   , "2019-09-05 19:45:15"       , "252815.599430369" , "2528155.99430369", "10.0"     , "WH/IN/00034"                                                                                                                , ""                          , "1424"      , "001-001-0021165"                                              , "posted"       , "4640"        , "PO00041: [PC585CLCSPA-2] Kit panel 4-8zonas con teclado DSC"                                                                                                , "2500851.99"        , "2500851.99"        , "0.0"       , "USD_REVISAR"
"41"   , "PO00041", "171"        , "USD-COMPRA"   , "161"       , "WH/IN/00034"           , "PO00041", "31219"   , "2019-09-05 19:45:15"       , "316019.499287961" , "3160194.99287961", "10.0"     , "WH/IN/00034"                                                                                                                , ""                          , "1424"      , "001-001-0021165"                                              , "posted"       , "4639"        , "PO00041: [PC1832CLC14SPA] Kit panel 18-32 zonas con teclado PK5501"                                                                                         , "3126064.99"        , "3126064.99"        , "0.0"       , "USD_REVISAR"
"41"   , "PO00041", "171"        , "USD-COMPRA"   , "161"       , "WH/IN/00034"           , "PO00041", "31510"   , "2019-09-05 19:45:15"       , "28729.0451025242" , "143645.225512621", "5.0"      , "WH/IN/00034"                                                                                                                , ""                          , "1424"      , "001-001-0021165"                                              , "posted"       , "4641"        , "PO00041: [SD-20W] Sirena para Exterior de 20W"                                                                                                              , "142110.91"         , "142110.91"         , "0.0"       , "USD_REVISAR"
"41"   , "PO00041", "171"        , "USD-COMPRA"   , "161"       , "WH/IN/00034"           , "PO00041", "31756"   , "2019-09-05 19:45:15"       , "430935.680962135" , "3016549.76673495", "7.0"      , "WH/IN/00034"                                                                                                                , ""                          , "1424"      , "001-001-0021165"                                              , "posted"       , "4642"        , "PO00041: [PK5500L1] Teclado LCD alfanumerico 64zonas con 5 term DSC"                                                                                        , "2983954.08"        , "2983954.08"        , "0.0"       , "USD_REVISAR"
"41"   , "PO00041", "171"        , "USD-COMPRA"   , "161"       , "WH/IN/00034"           , "PO00041", "31764"   , "2019-09-05 19:45:15"       , "252815.599430369" , "2528155.99430369", "10.0"     , "WH/IN/00034"                                                                                                                , ""                          , "1424"      , "001-001-0021165"                                              , "posted"       , "4643"        , "PO00041: [PK5501] Teclado LCD a iconos para 64 zonas DSC"                                                                                                   , "2500851.99"        , "2500851.99"        , "0.0"       , "USD_REVISAR"
"42"   , "PO00042", "171"        , "USD-COMPRA"   , "178"       , "WH/IN/00042"           , "PO00042", "23174"   , "2019-09-06 12:23:49"       , "732958.210046704" , "18323955.2511676", "25.0"     , "WH/IN/00042"                                                                                                                , ""                          , "6362"      , "FACTU (COPIA)/2019/0011"                                      , "posted"       , "43546"       , "PO00042: [DS-K1102EK] Lectora de Proximidad"                                                                                                                , "3462767.0"         , "3462767.0"         , "0.0"       , "USD_REVISAR"
"42"   , "PO00042", "171"        , "USD-COMPRA"   , "178"       , "WH/IN/00042"           , "PO00042", "23501"   , "2019-09-06 12:23:49"       , "2576173.90476037" , "18033217.3333226", "7.0"      , "WH/IN/00042"                                                                                                                , ""                          , "6362"      , "FACTU (COPIA)/2019/0011"                                      , "posted"       , "43545"       , "PO00042: [DS-K2804] Control de Acceso"                                                                                                                      , "3173154.0"         , "3173154.0"         , "0.0"       , "USD_REVISAR"
"42"   , "PO00042", "171"        , "USD-COMPRA"   , "178"       , "WH/IN/00042"           , "PO00042", "24153"   , "2019-09-06 12:23:49"       , "49507.2168449667" , "14852165.05349"  , "300.0"    , "WH/IN/00042"                                                                                                                , ""                          , "6362"      , "FACTU (COPIA)/2019/0011"                                      , "posted"       , "43544"       , "PO00042: [DS-KEM125] Tarjeta de proximidad EM 125KHz"                                                                                                       , "1322147.0"         , "1322147.0"         , "0.0"       , "USD_REVISAR"
"46"   , "PO00046", "171"        , "USD-COMPRA"   , "168"       , "WH/IN/00038"           , "PO00046", "31230"   , "2019-09-05 19:44:48"       , "0.0"              , "0.0"             , "1.0"      , "WH/IN/00038"                                                                                                                , ""                          , "1508"      , "001-001-0021120"                                              , "posted"       , "4865"        , "PO00046: [HSM2108] Modulo Expansor de 8 zonas cableadas"                                                                                                    , "179258.4"          , "179258.4"          , "0.0"       , "PROBLEMATICO"
"47"   , "PO00047", "171"        , "USD-COMPRA"   , "170"       , "WH/IN/00039"           , "PO00047", "31324"   , "2019-09-05 19:55:00"       , "0.0"              , "0.0"             , "1.0"      , "WH/IN/00039"                                                                                                                , ""                          , "1510"      , "001-001-0021121"                                              , "posted"       , "4871"        , "PO00047: [HS2064PCBSPA] Placa para panel Neo inalambrico cableado"                                                                                          , "448176.81"         , "448176.81"         , "0.0"       , "PROBLEMATICO"
"47"   , "PO00047", "171"        , "USD-COMPRA"   , "170"       , "WH/IN/00039"           , "PO00047", "31770"   , "2019-09-05 19:55:00"       , "603309.953473397" , "603309.953473397", "1.0"      , "WH/IN/00039"                                                                                                                , ""                          , "1510"      , "001-001-0021121"                                              , "posted"       , "4872"        , "PO00047: [HS2LCDRF9] Teclado alfanumerico para panel Neo"                                                                                                   , "588181.99"         , "588181.99"         , "0.0"       , "USD_REVISAR"
"50"   , "PO00050", "171"        , "USD-COMPRA"   , "1045"      , "WH/IN/00098"           , "PO00050", "2852"    , "2019-12-16 13:49:43"       , "57.834053751066"  , "5783405.3751066" , "100000.0" , "WH/IN/00098"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "USD_REVISAR"
"50"   , "PO00050", "171"        , "USD-COMPRA"   , "1045"      , "WH/IN/00098"           , "PO00050", "2859"    , "2019-12-16 13:49:43"       , "57.8836565268705" , "5788365.65268705", "100000.0" , "WH/IN/00098"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "USD_REVISAR"
"50"   , "PO00050", "171"        , "USD-COMPRA"   , "1045"      , "WH/IN/00098"           , "PO00050", "20558"   , "2019-12-16 13:49:43"       , "115662.257174744" , "5783112.85873719", "50.0"     , "WH/IN/00098"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "USD_REVISAR"
"53"   , "PO00053", "171"        , "USD-COMPRA"   , "224"       , "WH/IN/00047"           , "PO00053", "27858"   , "2019-09-20 11:14:09"       , "207796.776626755" , "21195271.215929" , "102.0"    , "WH/IN/00047"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "USD_REVISAR"
"54"   , "PO00054", "171"        , "USD-COMPRA"   , "225"       , "WH/IN/00048"           , "PO00054", "1488"    , "2019-09-20 11:13:53"       , "4077761.7486073"  , "73399711.4749314", "18.0"     , "WH/IN/00048"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "USD_REVISAR"
"54"   , "PO00054", "171"        , "USD-COMPRA"   , "225"       , "WH/IN/00048"           , "PO00054", "1492"    , "2019-09-20 11:13:53"       , "2614064.0"        , "2614064.0"       , "1.0"      , "WH/IN/00048"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "USD_REVISAR"
"54"   , "PO00054", "171"        , "USD-COMPRA"   , "225"       , "WH/IN/00048"           , "PO00054", "1802"    , "2019-09-20 11:13:53"       , "4632115.4499"     , "4632115.4499"    , "1.0"      , "WH/IN/00048"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "USD_REVISAR"
"54"   , "PO00054", "171"        , "USD-COMPRA"   , "225"       , "WH/IN/00048"           , "PO00054", "1808"    , "2019-09-20 11:13:53"       , "353362.0"         , "353362.0"        , "1.0"      , "WH/IN/00048"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "USD_REVISAR"
"54"   , "PO00054", "171"        , "USD-COMPRA"   , "225"       , "WH/IN/00048"           , "PO00054", "2649"    , "2019-09-20 11:13:53"       , "1591349.35167502" , "70019371.473701" , "44.0"     , "WH/IN/00048"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "USD_REVISAR"
"54"   , "PO00054", "171"        , "USD-COMPRA"   , "225"       , "WH/IN/00048"           , "PO00054", "6406"    , "2019-09-20 11:13:53"       , "345.410886331078" , "13816435.4532431", "40000.0"  , "WH/IN/00048"                                                                                                                , ""                          , ""          , ""                                                             , ""             , ""            , ""                                                                                                                                                           , ""                  , ""                  , ""          , "USD_REVISAR"
